interactionId,sentence,entities,interaction,relationship
BioInfer_d371,"In the present work we have used profilin and DNAse I injections, as well as latrunculin B and cytochalasin D treatments, under quantitatively controlled conditions, to perturb actin microfilament structure and assembly in an attempt to answer this question.","[('T1', 'Gene/protein/RNA', 'profilin', (33, 41)), ('T3', 'Gene/protein/RNA', 'DNAse I', (46, 53)), ('T2', 'Gene/protein/RNA', 'actin', (177, 182))]",{},0
BioInfer_d648,The multifunctional protein profilin is one of the most abundant proteins in the cytoplasm and is thought to regulate actin assembly and the phosphoinositide signaling pathway.,"[('T1', 'Individual_protein', 'profilin', (28, 36)), ('T2', 'Individual_protein', 'actin', (118, 123))]","{'R1': ('T1', 'T2')}",1
BioInfer_d229,Gel electrophoresis was used to measure changes in the relative amounts of actin or myosin and of myosin heavy chain (MHC) isoforms.,"[('T4', 'Individual_protein', 'MHC', (118, 121)), ('T1', 'Gene/protein/RNA', 'actin', (75, 80)), ('T3', 'Gene/protein/RNA', 'myosin', (84, 90)), ('T2', 'Individual_protein', 'myosin heavy chain', (98, 116))]",{},0
BioInfer_d699,"These genes were designated UL5, UL8, UL9, UL42, and UL52 and were predicted to encode proteins with molecular weights of, respectively, 99,000, 80,000, 94,000, 51,000, and 114,000.","[('T4', 'Gene/protein/RNA', 'UL52', (53, 57)), ('T5', 'Gene/protein/RNA', 'UL42', (43, 47)), ('T1', 'Gene/protein/RNA', 'UL5', (28, 31)), ('T3', 'Gene/protein/RNA', 'UL8', (33, 36)), ('T2', 'Gene/protein/RNA', 'UL9', (38, 41))]",{},0
BioInfer_d400,"Lack of detection in these preparations of a constituent that binds RBC alpha-spectrin antibody plus the presence of significant quantities of actin, further suggests that the principal membrane skeletal element is actin with perhaps smaller quantities of a 240-kd component, identified by others as the protein talin.","[('T4', 'Gene/protein/RNA', 'alpha-spectrin', (72, 86)), ('T1', 'Gene/protein/RNA', 'talin', (312, 317)), ('T3', 'Gene/protein/RNA', 'actin', (215, 220)), ('T2', 'Gene/protein/RNA', 'actin', (143, 148))]",{},0
BioInfer_d717,"These separately encoded a complete HPIV3 genome (negative-sense), the HPIV3 nucleocapsid protein N, the phosphoprotein P, and the polymerase protein L.","[('T6', 'Individual_protein', 'P', (120, 121)), ('T4', 'Protein_family_or_group', 'polymerase protein', (131, 149)), ('T5', 'Protein_family_or_group', 'phosphoprotein', (105, 119)), ('T1', 'Individual_protein', 'N', (98, 99)), ('T3', 'Protein_family_or_group', 'nucleocapsid protein', (77, 97)), ('T2', 'Individual_protein', 'L', (150, 151))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T4'), 'R3': ('T5', 'T6')}",1
BioInfer_d376,"In this recombinant expression system, the dystrophin relatives, human dystrophin related protein (DRP or utrophin) and the 87K postsynaptic protein from Torpedo electric organ, also bind to translated beta 1-syntrophin.","[('T6', 'Individual_protein', 'dystrophin', (43, 53)), ('T4', 'Individual_protein', 'utrophin', (106, 114)), ('T5', 'Individual_protein', 'beta 1-syntrophin', (202, 219)), ('T1', 'Individual_protein', 'DRP', (99, 102)), ('T3', 'Individual_protein', '87K postsynaptic protein', (124, 148)), ('T2', 'Individual_protein', 'dystrophin related protein', (71, 97))]","{'R1': ('T1', 'T5'), 'R2': ('T1', 'T6'), 'R3': ('T2', 'T5'), 'R4': ('T2', 'T6'), 'R5': ('T3', 'T5'), 'R6': ('T3', 'T6'), 'R7': ('T4', 'T5'), 'R8': ('T4', 'T6')}",1
BioInfer_d34,"AIMS: To investigate the disturbance of intercellular adhesion in adenoid cystic carcinoma (ACC), we examined the ultrastructural localization of E-cadherin (E-cad), alpha-catenin (alpha-cat) and beta-catenin (beta-cat) in ACC, and compared it with that in the normal labial gland.","[('T6', 'Individual_protein', 'E-cad', (158, 163)), ('T4', 'Individual_protein', 'beta-cat', (210, 218)), ('T5', 'Individual_protein', 'alpha-cat', (181, 190)), ('T1', 'Individual_protein', 'E-cadherin', (146, 156)), ('T3', 'Individual_protein', 'alpha-catenin', (166, 179)), ('T2', 'Individual_protein', 'beta-catenin', (196, 208))]",{},0
BioInfer_d589,"The cadherin-associated proteins, alpha-catenin and beta-catenin, were present in both mesotheliomas and adenocarcinomas.","[('T1', 'Individual_protein', 'cadherin', (4, 12)), ('T3', 'Individual_protein', 'beta-catenin', (52, 64)), ('T2', 'Individual_protein', 'alpha-catenin', (34, 47))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3')}",1
BioInfer_d558,"Targeting by antisense 3'UTI significantly increased motility compared with the corresponding sense ODN.
alpha-Sm actin inhibition also led to the formation of less prominent focal adhesions as revealed by immunofluorescence staining against vinculin, talin, and beta1-integrin.","[('T4', 'Gene/protein/RNA', 'vinculin', (242, 250)), ('T1', 'Gene/protein/RNA', 'talin', (252, 257)), ('T3', 'Gene/protein/RNA', 'beta1-integrin', (263, 277)), ('T2', 'Gene/protein/RNA', 'alpha-Sm actin', (105, 119))]",{},0
BioInfer_d139,"Characterization of the action of porcine brain profilin on actin polymerization.
Moreover, addition of profilin to steady-state actin filaments causes slow depolymerization.","[('T4', 'Individual_protein', 'actin', (129, 134)), ('T1', 'Individual_protein', 'brain profilin', (42, 56)), ('T3', 'Individual_protein', 'profilin', (104, 112)), ('T2', 'Individual_protein', 'actin', (60, 65))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
BioInfer_d99,Biochemical analyses revealed a strong induction of VEGF-receptor-2 (flk-1/KDR) tyrosine-autophosphorylation by VEGF which was maximal after 5 minutes and was followed by receptor downregulation.,"[('T4', 'Individual_protein', 'flk-1', (69, 74)), ('T1', 'Individual_protein', 'VEGF-receptor-2', (52, 67)), ('T3', 'Individual_protein', 'KDR', (75, 78)), ('T2', 'Individual_protein', 'VEGF', (112, 116))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3'), 'R3': ('T2', 'T4')}",1
BioInfer_d48,"A major point of interest was to clarify whether rheological, high precision measurements can yield quantitative information about the influence of talin and vinculin on the structure, chain dynamics, elasticity and viscoelasticity of actin filaments with time.
The viscoelasticity of entangled actin networks: the influence of defects and modulation by talin and vinculin.","[('T6', 'Individual_protein', 'vinculin', (364, 372)), ('T4', 'Individual_protein', 'actin', (295, 300)), ('T5', 'Individual_protein', 'talin', (354, 359)), ('T1', 'Individual_protein', 'vinculin', (158, 166)), ('T3', 'Individual_protein', 'talin', (148, 153)), ('T2', 'Individual_protein', 'actin', (235, 240))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3'), 'R3': ('T4', 'T5'), 'R4': ('T4', 'T6')}",1
BioInfer_d194,"Even though rates of total protein and actin synthesis resembled values measured in vivo, myosin heavy chain fractional rate of synthesis was only 22% of in vivo levels.","[('T1', 'Gene/protein/RNA', 'actin', (39, 44)), ('T2', 'Gene/protein/RNA', 'myosin heavy chain', (90, 108))]",{},0
BioInfer_d633,The intracellular molecules calmodulin and profilin actively regulate actin-based motility and participate in the signaling pathways used to steer growth cones.,"[('T1', 'Individual_protein', 'profilin', (43, 51)), ('T3', 'Individual_protein', 'actin', (70, 75)), ('T2', 'Individual_protein', 'calmodulin', (28, 38))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3')}",1
BioInfer_d252,"Here we show that the N-terminal domain of ActA binds one actin monomer, in a profilin-like fashion, and Arp2/3 complex and mimics the C-terminal domain of WASp family proteins in catalyzing filament barbed end branching by Arp2/3 complex.","[('T6', 'Individual_protein', 'Arp', (224, 227)), ('T7', 'Individual_protein', 'WASp', (156, 160)), ('T4', 'Individual_protein', 'actin', (58, 63)), ('T5', 'Individual_protein', 'Arp', (105, 108)), ('T8', 'Individual_protein', 'ActA', (43, 47)), ('T1', 'Individual_protein', 'profilin', (78, 86)), ('T3', 'Individual_protein', 'Arp2', (224, 228)), ('T2', 'Individual_protein', 'Arp2', (105, 109))]","{'R1': ('T1', 'T8'), 'R2': ('T2', 'T5'), 'R3': ('T2', 'T8'), 'R4': ('T3', 'T6'), 'R5': ('T4', 'T8'), 'R6': ('T5', 'T8')}",1
BioInfer_d524,"Rod formation was prevented by coexpression of N-cadherin, APC, and Tcf-4, which bind to the armadillo repeats of beta-catenin, but not by coexpression of alpha-catenin, although alpha-catenin expression did prevent accumulation of beta-catenin in the nucleus.","[('T6', 'Gene/protein/RNA', 'alpha-catenin', (155, 168)), ('T7', 'Individual_protein', 'N-cadherin', (47, 57)), ('T4', 'Individual_protein', 'armadillo', (93, 102)), ('T5', 'Individual_protein', 'Tcf-4', (68, 73)), ('T8', 'Individual_protein', 'beta-catenin', (114, 126)), ('T1', 'Individual_protein', 'APC', (59, 62)), ('T3', 'Individual_protein', 'beta-catenin', (232, 244)), ('T2', 'Individual_protein', 'alpha-catenin', (179, 192))]","{'R1': ('T1', 'T8'), 'R2': ('T2', 'T3'), 'R3': ('T4', 'T8'), 'R4': ('T5', 'T8'), 'R5': ('T7', 'T8')}",1
BioInfer_d283,"Human platelets contain profilin, a potential regulator of actin polymerisability.","[('T1', 'Individual_protein', 'actin', (59, 64)), ('T2', 'Individual_protein', 'profilin', (24, 32))]","{'R1': ('T1', 'T2')}",1
BioInfer_d145,"cDNA clones of the N, P, and L genes were constructed in pGEM-based expression plasmids and shown to direct expression of the appropriate polypeptides.","[('T1', 'Gene/protein/RNA', 'P', (22, 23)), ('T3', 'Gene/protein/RNA', 'L', (29, 30)), ('T2', 'Gene/protein/RNA', 'N', (19, 20))]",{},0
BioInfer_d719,"These were identified as myosin light chain 1, tropomyosin, actin, heat shock protein (HSP)-60, an unidentified protein and myosin heavy chain, respectively.","[('T6', 'Gene/protein/RNA', 'HSP', (87, 90)), ('T4', 'Gene/protein/RNA', 'actin', (60, 65)), ('T5', 'Gene/protein/RNA', 'heat shock protein', (67, 85)), ('T1', 'Gene/protein/RNA', 'tropomyosin', (47, 58)), ('T3', 'Gene/protein/RNA', 'myosin light chain 1', (25, 45)), ('T2', 'Gene/protein/RNA', 'myosin heavy chain', (124, 142))]",{},0
BioInfer_d378,"In this study, the expressions of smooth muscle-specific proteins (desmin, alpha-smooth muscle actin, basic calponin and the smooth muscle myosin heavy-chain isoforms of SM1 and SM2) in three parent and four cloned neuroblastoma cell lines, composed of S-type cells, were examined by indirect immunofluorescence, Western blot and/or by reverse transcription-polymerase chain reaction (RT-PCR).","[('T6', 'Gene/protein/RNA', 'alpha-smooth muscle actin', (75, 100)), ('T7', 'Individual_protein', 'SM1', (170, 173)), ('T4', 'Gene/protein/RNA', 'polymerase', (358, 368)), ('T5', 'Individual_protein', 'smooth muscle myosin heavy-chain', (125, 157)), ('T1', 'Gene/protein/RNA', 'basic calponin', (102, 116)), ('T3', 'Gene/protein/RNA', 'desmin', (67, 73)), ('T2', 'Individual_protein', 'SM2', (178, 181))]","{'R1': ('T2', 'T5'), 'R2': ('T5', 'T7')}",1
BioInfer_d641,"The majority of the aromatic residues in profilin are exposed to solvent and lie in either of two hydrophobic patches, neither of which takes part in an interface with actin.","[('T1', 'Individual_protein', 'profilin', (41, 49)), ('T2', 'Individual_protein', 'actin', (168, 173))]","{'R1': ('T1', 'T2')}",1
BioInfer_d220,"Frozen tissue sections, isolated cardiomyocytes, cultured neonatal cardiomyocytes and fibroblasts were hybridized with DNA probes for type-specific collagens, actin, and myosin heavy chain.","[('T1', 'Gene/protein/RNA', 'collagens', (148, 157)), ('T3', 'Gene/protein/RNA', 'actin', (159, 164)), ('T2', 'Gene/protein/RNA', 'myosin heavy chain', (170, 188))]",{},0
BioInfer_d587,The verprolin-like central (vc) region of Wiskott-Aldrich syndrome protein induces Arp2/3 complex-dependent actin nucleation.,"[('T4', 'Individual_protein', 'Arp2', (83, 87)), ('T5', 'Individual_protein', 'Wiskott-Aldrich syndrome protein', (42, 74)), ('T1', 'Individual_protein', 'actin', (108, 113)), ('T3', 'Individual_protein', 'Arp', (83, 86)), ('T2', 'Individual_protein', 'verprolin', (4, 13))]","{'R1': ('T1', 'T3'), 'R2': ('T1', 'T4'), 'R3': ('T1', 'T5'), 'R4': ('T2', 'T5'), 'R5': ('T3', 'T4')}",1
BioInfer_d556,Suppression of cell transformation by the cyclin-dependent kinase inhibitor p57KIP2 requires binding to proliferating cell nuclear antigen.,"[('T1', 'Individual_protein', 'proliferating cell nuclear antigen', (104, 138)), ('T3', 'Protein_family_or_group', 'cyclin-dependent kinase inhibitor', (42, 75)), ('T2', 'Individual_protein', 'p57KIP2', (76, 83))]","{'R1': ('T1', 'T2'), 'R2': ('T2', 'T3')}",1
BioInfer_d690,"The Saccharomyces cerevisiae DDC1 gene belongs to the RAD17, MEC3 and RAD24 epistasis group which, together with RAD9, is proposed to act at the beginning of the DNA damage checkpoint pathway.","[('T4', 'Gene/protein/RNA', 'RAD9', (113, 117)), ('T5', 'Individual_protein', 'RAD17', (54, 59)), ('T1', 'Individual_protein', 'MEC3', (61, 65)), ('T3', 'Gene', 'DDC1', (29, 33)), ('T2', 'Individual_protein', 'RAD24', (70, 75))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T1', 'T5'), 'R4': ('T2', 'T3'), 'R5': ('T2', 'T5'), 'R6': ('T3', 'T5')}",1
BioInfer_d137,Characterization of gelsolin truncates that inhibit actin depolymerization by severing activity of gelsolin and cofilin.,"[('T4', 'Individual_protein', 'gelsolin', (20, 28)), ('T1', 'Individual_protein', 'cofilin', (112, 119)), ('T3', 'Individual_protein', 'gelsolin', (99, 107)), ('T2', 'Individual_protein', 'actin', (52, 57))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T4'), 'R3': ('T2', 'T3'), 'R4': ('T2', 'T4'), 'R5': ('T3', 'T4')}",1
BioInfer_d472,"Our data indicate that even profilins of highly distant evolutionary origin can functionally substitute for each other and support the hypothesis that in animal cells, profilins are engaged in regulating either the stability or the kinetic properties of actin filaments.","[('T1', 'Protein_family_or_group', 'profilins', (168, 177)), ('T3', 'Individual_protein', 'actin', (254, 259)), ('T2', 'Gene/protein/RNA', 'profilins', (28, 37))]","{'R1': ('T1', 'T3')}",1
BioInfer_d800,"We describe the localization of cadherin-11 and N-cadherin along the cell margins of mouse osteoblast-like cells, the colocalization of ""pancadherin"" with alpha-catenin, beta-catenin, p120, and vinculin, and the association of these complexes with the actin microfilaments.","[('T6', 'Gene/protein/RNA', 'N-cadherin', (48, 58)), ('T7', 'Individual_protein', 'beta-catenin', (170, 182)), ('T4', 'Individual_protein', 'alpha-catenin', (155, 168)), ('T5', 'Individual_protein', 'vinculin', (194, 202)), ('T8', 'Gene/protein/RNA', 'cadherin-11', (32, 43)), ('T1', 'Gene/protein/RNA', 'actin', (252, 257)), ('T3', 'Individual_protein', 'p120', (184, 188)), ('T2', 'Individual_protein', 'pancadherin', (137, 148))]","{'R1': ('T2', 'T3'), 'R2': ('T2', 'T4'), 'R3': ('T2', 'T5'), 'R4': ('T2', 'T7')}",1
BioInfer_d97,"Binding of talin to actin occurs at a maximal molar ratio of 1:3 as determined by fluorescencetitration under G-buffer conditions.
Platelet talin binds to actin in vitro and hence is an actin binding protein.","[('T4', 'Individual_protein', 'actin', (155, 160)), ('T5', 'Protein_family_or_group', 'actin binding protein', (186, 207)), ('T1', 'Individual_protein', 'actin', (20, 25)), ('T3', 'Individual_protein', 'Platelet talin', (131, 145)), ('T2', 'Individual_protein', 'talin', (11, 16))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T3', 'T5')}",1
BioInfer_d765,"To determine the relationship between cell cycle regulation and differentiation, the spatiotemporal expression of cyclin A, cyclin B1, cyclin D1, the cyclin-dependent kinase inhibitors (CKIs) p27 and p57, and markers of differentiating podocytes in developing human kidneys was investigated by immunohistochemistry.","[('T6', 'Gene/protein/RNA', 'cyclin B1', (124, 133)), ('T7', 'Individual_protein', 'p57', (200, 203)), ('T4', 'Gene/protein/RNA', 'cyclin D1', (135, 144)), ('T5', 'Gene/protein/RNA', 'cyclin A', (114, 122)), ('T1', 'Individual_protein', 'p27', (192, 195)), ('T3', 'Protein_family_or_group', 'cyclin-dependent kinase inhibitors', (150, 184)), ('T2', 'Protein_family_or_group', 'CKIs', (186, 190))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T7'), 'R4': ('T3', 'T7')}",1
BioInfer_d46,"Although striated myotubules were identified within the urethra by hematoxylin and eosin staining starting on postnatal day 1, striated muscle myosin heavy chain protein was absent in the embryonic and neonatal development of the sphincter, and it was expressed only in the mature myotubule of adults.
alpha-Smooth muscle actin was expressed throughout the urethral sphincter of embryonic and neonatal animals.","[('T1', 'Gene/protein/RNA', 'striated muscle myosin heavy chain', (127, 161)), ('T2', 'Gene/protein/RNA', 'alpha-Smooth muscle actin', (302, 327))]",{},0
BioInfer_d304,Impact of profilin on actin-bound nucleotide exchange and actin polymerization dynamics.,"[('T1', 'Individual_protein', 'profilin', (10, 18)), ('T3', 'Individual_protein', 'actin', (58, 63)), ('T2', 'Individual_protein', 'actin', (22, 27))]","{'R1': ('T1', 'T3')}",1
BioInfer_d90,"BACKGROUND AND OBJECTIVES: Reduced expressions of cell adhesion molecules (E-cadherin, alpha-catenin, and beta-catenin) has been reported to be associated with tumor metastasis.
In this study, we evaluated the prognostic significance of E-cadherin, alpha-catenin, and beta-catenin expressions in the metastatic foci of patients with colorectal carcinoma.
RESULTS: Reduced normal expression of E-cadherin, alpha-catenin, and beta-catenin in comparison with normal epithelium was detected in 78 primary tumors, respectively.","[('T6', 'Gene/protein/RNA', 'alpha-catenin', (249, 262)), ('T7', 'Gene/protein/RNA', 'E-cadherin', (393, 403)), ('T4', 'Gene/protein/RNA', 'E-cadherin', (237, 247)), ('T5', 'Gene/protein/RNA', 'beta-catenin', (268, 280)), ('T8', 'Gene/protein/RNA', 'beta-catenin', (424, 436)), ('T9', 'Gene/protein/RNA', 'alpha-catenin', (405, 418)), ('T1', 'Gene/protein/RNA', 'E-cadherin', (75, 85)), ('T3', 'Gene/protein/RNA', 'alpha-catenin', (87, 100)), ('T2', 'Gene/protein/RNA', 'beta-catenin', (106, 118))]",{},0
BioInfer_d807,"We have analyzed the expression levels of the genes encoding alpha-catenin, beta-catenin and plakoglobin in correlation to the E-cadherin expression levels in cell lines derived from human cervical carcinomas.","[('T4', 'Gene/protein/RNA', 'E-cadherin', (127, 137)), ('T1', 'Gene/protein/RNA', 'alpha-catenin', (61, 74)), ('T3', 'Gene/protein/RNA', 'beta-catenin', (76, 88)), ('T2', 'Gene/protein/RNA', 'plakoglobin', (93, 104))]",{},1
BioInfer_d475,"Our results showed that cell morphology, cell adhesion pattern, actin organization, and distribution of integrin subunits, talin, vinculin, and phosphotyrosine-containing proteins are dependent on the supramolecular organization of the collagens.","[('T4', 'Individual_protein', 'collagens', (236, 245)), ('T5', 'Individual_protein', 'actin', (64, 69)), ('T1', 'Individual_protein', 'integrin', (104, 112)), ('T3', 'Individual_protein', 'talin', (123, 128)), ('T2', 'Individual_protein', 'vinculin', (130, 138))]","{'R1': ('T1', 'T4'), 'R2': ('T2', 'T4'), 'R3': ('T3', 'T4'), 'R4': ('T4', 'T5')}",1
BioInfer_d762,"To check its applicability, well characterized, commercially available antibodies (against E-cadherin, alpha-catenin, and beta-catenin) were used on sections of human small intestine.","[('T1', 'Gene/protein/RNA', 'alpha-catenin', (103, 116)), ('T3', 'Gene/protein/RNA', 'E-cadherin', (91, 101)), ('T2', 'Gene/protein/RNA', 'beta-catenin', (122, 134))]",{},0
BioInfer_d303,"Immunostaining showed that APBs also contain replication factor A, RAD51, and RAD52, proteins involved in DNA synthesis and recombination.","[('T1', 'Individual_protein', 'RAD51', (67, 72)), ('T3', 'Individual_protein', 'replication factor A', (45, 65)), ('T2', 'Individual_protein', 'RAD52', (78, 83))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3')}",1
BioInfer_d41,"Although profilin released actin at the appropriate time to stimulate actin assembly during exposure to chemoattractants, the concentration of profilin in PMN was insufficient to explain the high unpolymerized actin content in unstimulated PMN and the quantity of actin released from profilin too small to account for the large shifts from unpolymerized to polymerized actin associated with maximal chemoattractant stimulation.
Determination of the total profilin and actin concentrations in PMN revealed that the molar ratio of profilin to actin was 1 to 5.2.
We examined the role of the actin monomer sequestering protein, profilin, in the regulation of PMN actin filament assembly during chemoattractant stimulation using a Triton extraction method.","[('T1', 'Individual_protein', 'profilin', (9, 17)), ('T3', 'Individual_protein', 'actin', (70, 75)), ('T2', 'Individual_protein', 'actin', (264, 269)), ('T6', 'Individual_protein', 'profilin', (143, 151)), ('T7', 'Individual_protein', 'actin', (369, 374)), ('T4', 'Individual_protein', 'actin', (27, 32)), ('T5', 'Individual_protein', 'actin', (210, 215)), ('T10', 'Gene/protein/RNA', 'actin', (541, 546)), ('T11', 'Gene/protein/RNA', 'profilin', (455, 463)), ('T12', 'Gene/protein/RNA', 'profilin', (529, 537)), ('T8', 'Individual_protein', 'profilin', (284, 292)), ('T13', 'Individual_protein', 'profilin', (625, 633)), ('T14', 'Individual_protein', 'actin', (589, 594)), ('T9', 'Gene/protein/RNA', 'actin', (468, 473)), ('T15', 'Individual_protein', 'PMN actin', (656, 665))]","{'R1': ('T1', 'T3'), 'R2': ('T1', 'T4'), 'R3': ('T2', 'T7'), 'R4': ('T2', 'T8'), 'R5': ('T3', 'T4'), 'R6': ('T5', 'T6'), 'R7': ('T1', 'T1'), 'R8': ('T1', 'T1')}",1
BioInfer_d409,Location of profilin at presynaptic sites in the cerebellar cortex; implication for the regulation of the actin-polymerization state during axonal elongation and synaptogenesis.,"[('T1', 'Gene/protein/RNA', 'profilin', (12, 20)), ('T2', 'Gene/protein/RNA', 'actin', (106, 111))]",{},0
BioInfer_d646,"The most significant finding was the re-expression of E-cadherin, alpha-catenin, and beta-catenin, and increased down-regulation of gamma-catenin, in metastatic lesions.","[('T4', 'Gene/protein/RNA', 'E-cadherin', (54, 64)), ('T1', 'Gene/protein/RNA', 'gamma-catenin', (132, 145)), ('T3', 'Gene/protein/RNA', 'beta-catenin', (85, 97)), ('T2', 'Gene/protein/RNA', 'alpha-catenin', (66, 79))]",{},0
BioInfer_d580,"The UL8 component of the herpes simplex virus helicase-primase complex stimulates primer synthesis by a subassembly of the UL5 and UL52 components.
The herpes simplex virus type 1 (HSV) UL5, UL8, and UL52 proteins form a helicase-primase complex in infected cells.","[('T6', 'Individual_protein', 'UL8', (191, 194)), ('T7', 'Individual_protein', 'UL5', (186, 189)), ('T4', 'Individual_protein', 'UL5', (123, 126)), ('T5', 'Individual_protein', 'UL52', (200, 204)), ('T1', 'Individual_protein', 'UL52', (131, 135)), ('T3', 'Individual_protein', 'UL8', (4, 7)), ('T2', 'Protein_complex', 'helicase-primase', (46, 62))]","{'R1': ('T1', 'T3'), 'R2': ('T1', 'T4'), 'R3': ('T2', 'T3'), 'R4': ('T3', 'T4'), 'R5': ('T5', 'T6'), 'R6': ('T5', 'T7'), 'R7': ('T6', 'T7')}",1
BioInfer_d227,"Fusiform RPE, however, were not deficient in these proteins, expressing amounts of N-cadherin, alpha-catenin, beta-catenin, plakoglobin, p120, alpha-actinin and vinculin that were equivalent to epithelioid cells.","[('T6', 'Gene/protein/RNA', 'beta-catenin', (110, 122)), ('T7', 'Gene/protein/RNA', 'N-cadherin', (83, 93)), ('T4', 'Gene/protein/RNA', 'p120', (137, 141)), ('T5', 'Gene/protein/RNA', 'alpha-catenin', (95, 108)), ('T1', 'Gene/protein/RNA', 'alpha-actinin', (143, 156)), ('T3', 'Gene/protein/RNA', 'plakoglobin', (124, 135)), ('T2', 'Gene/protein/RNA', 'vinculin', (161, 169))]",{},0
BioInfer_d551,Structural studies on the ribbon-to-helix transition in profilin: actin crystals.,"[('T1', 'Individual_protein', 'profilin', (56, 64)), ('T2', 'Individual_protein', 'actin', (66, 71))]",{},0
BioInfer_d130,CD26 is a T cell activation antigen known to bind adenosine deaminase and have dipeptidyl peptidase IV activity.,"[('T1', 'Individual_protein', 'CD26', (0, 4)), ('T3', 'Individual_protein', 'dipeptidyl peptidase IV', (79, 102)), ('T2', 'Individual_protein', 'adenosine deaminase', (50, 69))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3')}",1
BioInfer_d697,These findings reveal striking differences between S. cerevisiae and vertebrates in the functions of RAD51 and RAD52.,"[('T1', 'Gene/protein/RNA', 'RAD51', (101, 106)), ('T2', 'Gene/protein/RNA', 'RAD52', (111, 116))]",{},0
BioInfer_d773,"Transcriptional regulation in the galactose regulon of yeast is determined by an interplay between a positive regulatory protein, GAL4, and a negative regulatory protein, GAL80.","[('T1', 'Individual_protein', 'GAL4', (130, 134)), ('T2', 'Individual_protein', 'GAL80', (171, 176))]","{'R1': ('T1', 'T2')}",1
BioInfer_d312,"In addition to the TNF-alpha-induced increase in the general protein synthesis, stimulation with TNF-alpha led to a 2.4-fold increase in net actin protein synthesis and a 3.3-fold increase in net myosin heavy chain synthesis.","[('T4', 'Individual_protein', 'TNF-alpha', (97, 106)), ('T1', 'Individual_protein', 'myosin heavy chain', (196, 214)), ('T3', 'Individual_protein', 'TNF-alpha', (19, 28)), ('T2', 'Individual_protein', 'actin', (141, 146))]","{'R1': ('T1', 'T4'), 'R2': ('T2', 'T4')}",1
BioInfer_d50,mDia binds profilin likely to promote actin polymerization.,"[('T1', 'Individual_protein', 'mDia', (0, 4)), ('T3', 'Individual_protein', 'actin', (38, 43)), ('T2', 'Individual_protein', 'profilin', (11, 19))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3')}",1
BioInfer_d81,"As expected from immunofluorescence experiments, Abp1p, cofilin, and actin colocalized in immuno-EM to the dense patchlike structures but not to the cables.
Immuno-EM double-labeling experiments were conducted with antibodies to actin together with antibodies to the actin binding proteins Abp1p and cofilin.","[('T6', 'Individual_protein', 'Abp1p', (290, 295)), ('T7', 'Gene/protein/RNA', 'actin', (229, 234)), ('T4', 'Individual_protein', 'cofilin', (300, 307)), ('T5', 'Protein_family_or_group', 'actin binding proteins', (267, 289)), ('T1', 'Individual_protein', 'cofilin', (56, 63)), ('T3', 'Individual_protein', 'Abp1p', (49, 54)), ('T2', 'Individual_protein', 'actin', (69, 74))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T2', 'T3'), 'R4': ('T4', 'T5'), 'R5': ('T5', 'T6')}",1
BioInfer_d464,"Only the unphosphorylated form of cofilin is an active form that binds actin, whereas the regulatory mechanisms of cofilin have not been elucidated.","[('T1', 'Gene/protein/RNA', 'cofilin', (115, 122)), ('T3', 'Individual_protein', 'cofilin', (34, 41)), ('T2', 'Individual_protein', 'actin', (71, 76))]","{'R1': ('T2', 'T3')}",1
BioInfer_d816,"We investigated actin filament turnover rates, length, number, barbed end exposure, and binding of cofilin in bovine arterial endothelial cells moving at different speeds depending on their position in a confluent monolayer.","[('T1', 'Individual_protein', 'cofilin', (99, 106)), ('T2', 'Individual_protein', 'actin', (16, 21))]","{'R1': ('T1', 'T2')}",1
BioInfer_d540,"Since alpha-catenin is required for cadherin-mediated adhesion, the armadillo repeat region alone probably cannot promote cell adhesion, making it unlikely that beta-catenin induces axis duplication by increasing cell adhesion.","[('T4', 'Individual_protein', 'alpha-catenin', (6, 19)), ('T1', 'Gene/protein/RNA', 'armadillo', (68, 77)), ('T3', 'Gene/protein/RNA', 'beta-catenin', (161, 173)), ('T2', 'Individual_protein', 'cadherin', (36, 44))]",{},0
